State,Site,Campaign,Season,Date,Point_no,Species,Sec_10,Sec_20,Sec_30,Sec_40,Sec_50,Sec_60,Sec_70,Sec_80,Sec_90,Sec_100,Sec_110,Sec_120,Sec_130,Sec_140,Sec_150,Sec_160,Sec_170,Sec_180,Comments
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,2,PEEP,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,2,AMOY,R,R,R,F,F,F,F,F,F,R,R,R,R,R,R,OS,OS,OS,at 2:50 Osprey flushed all birds
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,2,PIPL,F,M,M,F,F,F,R,F,F,F,F,M,R,F,F,F,OS,OS,at 2:50 Osprey flushed all birds
SC,Folly Beach Lighthouse Inlet,Walkers,B,23-Jul-24,4,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Sandy Point,None,B,25-Jul-24,4,PIPL,M,M,M,F,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,P2/P14 FL (Possibly)
CT,Sandy Point,None,B,25-Jul-24,5,PIPL,M,M,F,F,M,R,R,R,M,R,F,M,R,F,F,F,F,M,FL
CT,Sandy Point,None,B,25-Jul-24,6,PIPL,R,M,M,M,F,R,M,R,F,M,M,M,M,R,F,R,R,O,"P5 Male, O = PREENING"
CT,Sandy Point,None,B,25-Jul-24,7,PIPL,F,M,M,M,R,R,M,M,M,F,R,M,F,M,M,R,M,M,P3 Chick
CT,Sandy Point,None,B,25-Jul-24,7,SAND,F,M,M,F,F,M,F,F,F,F,F,M,M,M,F,M,F,F,
CT,Sandy Point,None,B,25-Jul-24,8,PIPL,M,F,M,F,R,F,M,M,M,M,R,F,M,R,R,M,M,M,P5 Chick
CT,Sandy Point,None,B,25-Jul-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P3
CT,Sandy Point,None,B,25-Jul-24,8,SAND,M,M,M,M,M,F,F,F,M,F,F,M,M,M,M,M,M,M,
CT,Sandy Point,None,B,25-Jul-24,8,SESA,F,M,F,M,M,F,F,F,M,M,M,F,M,M,R,M,M,A,A = Chased by another SESA
CT,Housatonic: Milford Shoreline,Walkers,B,25-Jul-24,7,PIPL,F,F,F,F,F,M,F,F,F,F,M,F,F,F,F,F,F,R,(Recently fledged bird)
CT,Housatonic: Milford Point,Walkers,B,25-Jul-24,5,PIPL,O,R,R,R,R,M,A,M,A,A,R,A,A,M,R,R,R,A,O = Vocalization
CT,Housatonic: Milford Point,Walkers,B,25-Jul-24,6,SAND,M,F,F,M,O,O,O,R,R,R,R,R,R,M,M,O,O,O,O = Preening
CT,Housatonic: Milford Point,Walkers,B,25-Jul-24,6,PIPL,F,R,M,F,M,R,R,M,M,M,F,F,M,M,O,O,O,O,O = Preening
NY,TOH,Dog_free,B,25-Jul-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near dunes
NY,TOH,Dog_free,B,25-Jul-24,3,AMOY,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting with 1 juvenile
NY,TOH,Dog_free,B,25-Jul-24,3,SESA,M,M,M,F,F,F,FL,M,F,F,FL,M,M,F,F,F,M,F,Foraging at surf
NY,TOH,Dog_free,B,25-Jul-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
NY,TOH,Dog_free,B,25-Jul-24,4,SESA,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in a huddle near wrack line
NY,TOH,Dog_free,B,25-Jul-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting near wrack line
NY,TOH,Dog_free,B,25-Jul-24,5,SESA,F,F,F,F,M,F,F,F,M,F,F,M,M,FL,M,M,M,R,"Foraging at surf, lifeguard ran by at 2:10"
NY,TOH,Dog_free,B,25-Jul-24,6,AMOY,R,R,R,R,R,M,M,R,M,R,R,R,R,M,R,R,R,R,Roosting and walking with mate and 2 juvenile. Banded: Orange- YLR
NY,TOH,Dog_free,B,25-Jul-24,6,SESA,F,F,F,F,F,F,F,M,M,F,F,F,M,F,F,F,F,M,Foraging at surf
NY,TOH,Dog_free,B,25-Jul-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in tire track
NY,TOH,Dog_free,B,25-Jul-24,7,SESA,R,R,M,F,F,M,M,M,F,M,F,F,M,F,F,F,M,M,Foraging at surf
NY,TOH,Dog_free,B,25-Jul-24,8,AMOY,R,R,R,R,M,M,R,R,R,R,M,R,R,R,R,R,R,R,"Roosting near dunes, vocal the whole time"
NY,TOH,Dog_free,B,25-Jul-24,8,PIPL,R,R,M,M,FL,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flew out of sight/over dune with mate
NY,TOH,Dog_free,B,25-Jul-24,9,AMOY,M,M,M,M,M,M,M,M,M,R,M,M,M,R,R,R,M,M,Walking and roosting from water towards dunes
NY,TOH,Dog_free,B,25-Jul-24,9,SAND,F,F,F,F,F,F,M,M,F,F,M,F,M,F,F,F,M,R,Foraging at surf
NY,TOH,Dog_free,B,25-Jul-24,10,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
CT,Long Beach,Walkers,B,28-Jul-24,6,PIPL,R,R,R,R,R,R,A,R,R,R,R,R,R,R,R,R,R,R,PF CHICK
CT,Long Beach,Walkers,B,28-Jul-24,5,AMOY,R,R,R,R,R,R,M,M,M,A,A,R,R,R,R,R,R,A,Y_N52
CT,Long Beach,Walkers,B,28-Jul-24,5,PIPL,R,R,R,A,A,R,O,A,O,A,O,O,R,O,R,O,O,A,O = PREENING
CT,Long Beach,Walkers,B,28-Jul-24,4,PIPL,R,R,R,R,R,R,R,R,R,R,R,A,M,A,M,M,F,M,"INC, SWITCH OFF"
CT,Long Beach,Walkers,B,28-Jul-24,3,PIPL,F,M,M,M,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,FLEDGE
SC,Harbor Island,Dog_leash,B,30-Jul-24,3,SAND,M,M,M,F,M,M,F,M,F,M,M,F,F,M,M,F,M,F,
SC,Harbor Island,Dog_leash,B,30-Jul-24,3,PIPL,R,M,M,R,F,R,R,F,R,R,R,F,M,M,F,M,R,M,
SC,Harbor Island,Dog_leash,B,30-Jul-24,3,AMOY,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Both of the birds flew off shortly after they landed in survey area. There were two people walking within approx 50 meters of where they landed
SC,Folly Beach Lighthouse Inlet,Walkers,B,31-Jul-24,1,WIPL,M,M,M,M,R,R,R,M,R,M,M,M,M,M,R,M,A,A,
SC,Folly Beach Lighthouse Inlet,Walkers,B,31-Jul-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
SC,Folly Beach Lighthouse Inlet,Walkers,B,31-Jul-24,3,PEEP,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,31-Jul-24,3,SEPL,R,R,R,R,R,R,R,R,R,R,R,A,A,A,A,A,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,31-Jul-24,4,LETE,FL,F,F,FL,FL,FL,F,F,F,F,F,FL,FL,OS,OS,OS,FL,FL,"not a focal species, but still observed. missed the following week of data collection due to tropical storm"
CT,Housatonic: Milford Shoreline,Walkers,B,31-Jul-24,8,SAND,M,M,M,M,M,M,M,M,M,R,R,R,FL,FL,M,R,M,M,
CT,Housatonic: Milford Shoreline,Walkers,B,31-Jul-24,7,SESA,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,Sheltering from wind
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,5,PIPL,M,R,F,F,M,M,F,F,M,R,M,F,R,M,R,F,F,M,PIPL FL (Likely P16)
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,5,AMOY,M,F,F,F,F,M,R,F,O,M,F,R,R,R,F,F,F,F,"O = Preening, N29"
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,5,SAND,O,O,R,FL,OS,OS,OS,F,M,M,M,M,F,R,M,F,O,F,"O = Preening, 1st SAND flushed"
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,5,SESA,M,F,F,M,F,M,M,M,F,F,M,F,M,F,F,F,M,R,
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,6,PIPL,M,R,F,F,F,F,M,F,R,F,F,F,R,F,R,M,M,F,PIPL FL
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,6,AMOY,F,M,M,M,M,F,O,M,M,M,M,F,F,R,M,M,M,R,O=Preening
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,6,SAND,M,M,M,M,FL,OS,F,F,F,F,R,R,O,O,O,O,O,O,O=Preening
CT,Housatonic: Milford Point,Walkers,B,31-Jul-24,6,SESA,F,M,F,F,M,M,M,M,F,F,R,R,M,M,F,F,M,F,
NY,Sunken,None,B,31-Jul-24,2,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,flew away before able to take behavioral data
NY,TOH,Dog_free,B,1-Aug-24,1,SAND,M,M,F,F,M,M,M,M,R,M,R,M,F,F,M,M,F,F,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,2,SAND,F,F,M,M,FL,M,M,F,M,M,F,M,F,F,M,F,M,M,"3 ppl walking by at 0:30, Lady walking by at 1:30, stole food from other sanderling at 2:40"
NY,TOH,Dog_free,B,1-Aug-24,2,AMOY,M,R,M,M,R,M,R,M,M,M,M,M,R,M,R,M,M,M,"Walked to water and then back to mate by dunes, banded: orange-NA3"
NY,TOH,Dog_free,B,1-Aug-24,3,AMOY,F,M,M,M,M,R,R,R,R,M,M,M,R,M,M,M,F,F,"Foraging at surf, 2 ppl walked by at 1:10"
NY,TOH,Dog_free,B,1-Aug-24,3,SAND,F,F,F,F,M,F,M,F,R,M,FL,FL,FL,FL,FL,FL,M,M,Whole flock flew up at 1:50
NY,TOH,Dog_free,B,1-Aug-24,3,PIPL,F,M,F,F,M,M,M,F,M,F,M,F,M,M,F,F,M,F,"Lone PIPL fledgling foraging at surf with sanderlings, semipalmated plovers, and ruddy turnstone"
NY,TOH,Dog_free,B,1-Aug-24,4,AMOY,F,F,F,F,F,M,F,F,F,F,F,F,M,M,F,M,F,F,"Foraging at surf, 2 ppl ran by at 1:50"
NY,TOH,Dog_free,B,1-Aug-24,4,SAND,M,F,M,M,F,M,M,F,F,M,M,M,M,M,FL,M,FL,F,"Foraging at surf, lady walking by at 1:40, 2nd lady walking by at 2:40"
NY,TOH,Dog_free,B,1-Aug-24,5,AMOY,M,F,M,F,F,M,F,F,M,F,F,F,F,M,M,M,F,F,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,5,SAND,F,M,F,F,M,F,F,M,F,M,F,M,M,M,F,M,F,M,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,6,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,M,M,"Foraging at surf with mate and juvenile, banded: Orange- NLT"
NY,TOH,Dog_free,B,1-Aug-24,6,SAND,M,F,F,F,F,F,F,F,F,M,F,F,F,F,F,F,F,M,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,7,AMOY,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in tire track
NY,TOH,Dog_free,B,1-Aug-24,7,SAND,M,F,F,F,F,F,F,M,F,M,F,M,F,M,F,F,M,F,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,8,AMOY,M,M,R,R,M,M,M,R,R,R,R,R,R,R,M,R,R,FL,"Walking and roostiing with chick, territorial with 2 AMOY that landed nearby at 3:00"
NY,TOH,Dog_free,B,1-Aug-24,8,SAND,F,M,F,F,F,F,M,M,F,M,F,F,F,M,F,F,F,F,Foraging at surf
NY,TOH,Dog_free,B,1-Aug-24,9,PIPL,M,M,M,R,M,R,M,M,F,F,M,F,M,M,OS,OS,OS,OS,"Walking with mate, both walked behind dune vegetation at 2:30"
NY,TOH,Dog_free,B,1-Aug-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Roosting by wrack line with juvenile, banded: Orange- YKK"
NY,TOH,Dog_free,B,1-Aug-24,9,SAND,R,M,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,Preening
NY,TOH,Dog_free,B,1-Aug-24,10,AMOY,M,M,M,M,M,M,R,M,R,F,F,F,M,F,F,M,R,R,Walking and roosting with juvenile
NY,TOH,Dog_free,B,1-Aug-24,10,SAND,F,F,F,F,M,FL,M,F,F,F,F,F,F,F,M,F,F,F,"Foraging at surf, man walked by at 1:00"
GA,FPCC,None,B,2-Aug-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"A cargo ship pushed a wake on the shoreline, causing AMOYs to shift positions along the beach. The mixed group of shorebirds also flushed twice in absence of discernable disturbance; many returned to the shoreline"
GA,FPCC,None,B,2-Aug-24,2,SAND,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,SAND & SESA were actively foraging when we arrived on the shoreline but moved out of sight before the official behavioral observations could be made.
GA,FPCC,None,B,2-Aug-24,2,SESA,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,SAND & SESA were actively foraging when we arrived on the shoreline but moved out of sight before the official behavioral observations could be made.
CT,Long Beach,Walkers,B,4-Aug-24,5,PIPL,O,O,R,R,R,O,R,R,R,O,R,O,R,R,R,R,R,R,O = PREENING
CT,Long Beach,Walkers,B,4-Aug-24,4,PIPL,R,R,R,R,R,R,O,R,O,O,R,O,O,R,R,R,R,R,O = PREENING
CT,Sandy Point,None,B,4-Aug-24,6,SAND,M,M,M,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flushed by male PIPL that flew off after flushing SAND X2
CT,Sandy Point,None,B,4-Aug-24,7,PIPL,M,M,R,M,M,M,R,M,R,R,M,R,M,M,R,M,R,R,P3 Chick
CT,Sandy Point,None,B,4-Aug-24,8,AMOY,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,P3 Chick
CT,Sandy Point,None,B,4-Aug-24,8,SAND,O,O,O,R,O,O,R,O,O,O,R,R,F,O,O,O,O,R,O = PREENING
NY,Jones,Walkers,B,4-Aug-24,1,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,near rocks 
NY,Jones,Walkers,B,4-Aug-24,7,AMOY,F,F,F,F,F,F,M,M,M,M,FL,M,M,F,F,F,F,F,"foraging on wrack line, flew down beach a little continued foraging"
NY,Jones,Walkers,B,4-Aug-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,in fencing by dunes 
NY,Jones,Walkers,B,4-Aug-24,1,AMOY,R,R,R,R,R,R,R,M,M,M,A,A,A,A,R,R,R,R,"very vocal, standing in fencing "
NY,Jones,Walkers,B,4-Aug-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,just outside fencing 
NY,Jones,Walkers,B,4-Aug-24,10,sesa,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water 
NY,Jones,Walkers,B,4-Aug-24,9,sesa,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water 
NY,Jones,Walkers,B,4-Aug-24,8,sesa,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water 
NY,Jones,Walkers,B,4-Aug-24,7,sesa,F,F,F,F,F,F,F,F,F,M,F,F,F,F,F,F,F,F,by water 
NY,Jones,Walkers,B,4-Aug-24,6,sesa,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water
NY,Jones,Walkers,B,4-Aug-24,5,sesa,F,F,F,F,F,F,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,flew east 
NY,Jones,Walkers,B,4-Aug-24,2,sesa,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on beach huddled together in group
CT,Bushy Beach,None,B,7-Aug-24,1,PIPL,F,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,M,M,
CT,Bushy Beach,None,B,7-Aug-24,2,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,M,F,F,F,
CT,Bushy Beach,None,B,7-Aug-24,3,AMOY,F,M,F,F,F,F,F,F,F,F,F,F,M,M,M,M,M,M,
CT,Bushy Beach,None,B,7-Aug-24,3,SAND,F,F,F,F,F,F,F,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Shoreline,Walkers,B,8-Aug-24,7,AMOY,M,M,M,M,F,M,F,F,F,F,F,F,F,F,F,F,F,F,N61 Banded Bird
CT,Housatonic: Milford Point,Walkers,B,8-Aug-24,5,AMOY,FL,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Point,Walkers,B,8-Aug-24,6,PIPL,M,F,M,F,F,R,F,M,M,F,R,R,F,F,R,M,R,F,MP Fledge
CT,Sandy Point,None,B,8-Aug-24,7,SAND,M,M,FL,M,OS,OS,F,M,OS,OS,OS,M,O,O,F,OS,OS,OS,"O = PREENING, Adjusted/sheltered from rain several times"
CT,Sandy Point,None,B,8-Aug-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"P3, Loafing "
CT,Sandy Point,None,B,8-Aug-24,8,SESA,F,F,F,M,F,M,M,F,F,R,M,F,M,F,F,F,F,F,
CT,Long Beach,Walkers,B,10-Aug-24,3,PIPL,M,M,M,A,R,M,M,M,M,M,M,M,M,R,M,F,R,M,
NY,Jones,Walkers,B,10-Aug-24,1,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,2,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,F,F,F,hanging out on shore
NY,Jones,Walkers,B,10-Aug-24,2,SESA,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,2,PIPL,R,R,R,R,R,F,F,F,F,F,F,F,F,F,F,F,F,F,hanging out on shore
NY,Jones,Walkers,B,10-Aug-24,3,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,4,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,5,SESA,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,5,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,roosting/preening on beach
NY,Jones,Walkers,B,10-Aug-24,6,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,6,AMOY,R,R,R,R,FL,FL,R,R,R,M,R,M,R,M,F,F,F,M,roosting on sand -> foraging on shore
NY,Jones,Walkers,B,10-Aug-24,7,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,8,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,9,SESA,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore
NY,Jones,Walkers,B,10-Aug-24,9,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,10-Aug-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,roosting on sand 
NY,Jones,Walkers,B,10-Aug-24,10,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,TOH,Dog_free,B,11-Aug-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,1 adult and 1 chick
NY,TOH,Dog_free,B,11-Aug-24,4,SAND,R,R,R,M,M,M,M,M,M,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,5,AMOY,M,M,M,A,A,M,M,M,A,A,A,A,A,A,A,A,A,A,1 adult and 1 chick
NY,TOH,Dog_free,B,11-Aug-24,5,SAND,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,6,AMOY,M,FL,M,M,A,A,A,A,M,M,M,M,M,M,M,M,A,A,
NY,TOH,Dog_free,B,11-Aug-24,7,SAND,M,M,A,M,M,F,M,M,F,M,M,M,M,A,A,A,M,R,
NY,TOH,Dog_free,B,11-Aug-24,7,AMOY,F,F,F,F,F,A,F,F,A,F,F,F,F,F,R,F,M,F,chick
NY,TOH,Dog_free,B,11-Aug-24,8,SAND,A,A,A,A,A,A,R,R,R,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,3,SAND,M,F,F,F,F,M,F,M,M,M,M,F,M,M,F,F,M,M,
NY,TOH,Dog_free,B,11-Aug-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,Group of women walked through flock of AMOY  at 2:40
NY,TOH,Dog_free,B,11-Aug-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,2,SAND,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,11-Aug-24,1,SAND,M,M,F,M,F,F,M,F,F,M,M,M,M,M,M,F,F,M,
SC,Folly Beach Lighthouse Inlet,Walkers,B,12-Aug-24,1,WIPL,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Adult WIPL standing alert on a sand hill.
NY,Far Rockaway,None,,13-Aug-24,2,SAND,M,M,M,F,F,F,M,M,M,F,F,F,M,F,F,M,M,F,
NY,Far Rockaway,None,,13-Aug-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,
NY,Far Rockaway,None,,13-Aug-24,3,AMOY,M,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,Far Rockaway,None,,13-Aug-24,3,SAND,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,
NY,Arverne,None,,13-Aug-24,4,AMOY,M,M,M,R,R,R,R,M,M,M,M,M,R,M,M,M,M,R,
NY,Arverne,None,,13-Aug-24,3,AMOY,M,F,F,M,M,F,F,F,F,M,M,M,M,M,M,R,M,M,
NY,Arverne,None,,13-Aug-24,2,SAND,F,M,R,R,R,R,R,R,R,R,R,R,M,M,F,F,F,F,
NY,Arverne,None,,13-Aug-24,2,AMOY,A,M,A,M,M,M,FL,FL,R,R,R,R,R,R,R,R,R,M,
NY,Arverne,None,,13-Aug-24,1,AMOY,F,F,F,F,F,M,M,FL,F,F,M,F,M,F,F,M,F,F,Adult with other adult and two fledge 
NY,Arverne,None,,13-Aug-24,3,SAND,M,M,M,M,M,R,M,R,M,R,R,M,F,R,M,F,M,F,
NY,Arverne,None,,13-Aug-24,1,SAND,M,M,F,M,M,M,F,F,M,M,M,M,M,F,F,F,A,F,
CT,Sandy Point,None,B,14-Aug-24,7,PIPL,O,M,M,R,R,M,M,F,M,O,R,F,R,M,M,R,F,M,"O = PREENING, P5 Male"
CT,Sandy Point,None,B,14-Aug-24,8,PIPL,M,M,M,R,R,M,M,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,P11/P13 FL
CT,Housatonic: Milford Shoreline,Walkers,B,15-Aug-24,8,AMOY,R,FL,FL,FL,FL,F,F,F,F,F,F,F,F,F,F,F,F,F,
CT,Housatonic: Milford Shoreline,Walkers,B,15-Aug-24,7,AMOY,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,R,R,R,O = PREENING; N61 Banded Bird
CT,Housatonic: Milford Point,Walkers,B,15-Aug-24,5,AMOY,R,R,R,R,O,O,O,M,O,M,R,R,R,R,R,R,R,R,O = PREENING; N29 Banded Bird
CT,Housatonic: Milford Point,Walkers,B,15-Aug-24,6,PIPL,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,MP Fledge
CT,Bushy Beach,None,B,15-Aug-24,3,SAND,M,M,M,M,F,M,A,F,F,M,F,FL,F,M,F,F,M,M,
CT,Bushy Beach,None,B,15-Aug-24,4,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,P,F,M,F,F,F,
NY,Jones,Walkers,B,16-Aug-24,1,AMOY,F,M,M,M,M,R,R,M,M,M,M,M,M,M,M,M,M,M,walking from beach to shore
NY,Jones,Walkers,B,16-Aug-24,1,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,2,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore
NY,Jones,Walkers,B,16-Aug-24,2,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,3,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore
NY,Jones,Walkers,B,16-Aug-24,3,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,4,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,roosting on beach
NY,Jones,Walkers,B,16-Aug-24,5,PIPL,FL,M,M,M,M,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore
NY,Jones,Walkers,B,16-Aug-24,5,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,7,AMOY,M,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,"roosting, preening on shore"
NY,Jones,Walkers,B,16-Aug-24,7,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
NY,Jones,Walkers,B,16-Aug-24,8,AMOY,R,M,M,M,R,R,M,R,R,R,R,R,R,R,R,R,R,R,roosting on beach
NY,Jones,Walkers,B,16-Aug-24,9,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging on shore in group
